Año,Fecha,Mes,Día de la semana,Día,Tema,Sub Tema,Línea,Estación
2016,1/4/2016,1/4/2016,Monday,4,Estaciones,INFRAESTRUCTURA DE ESTACIONES - SUBTE,A,PUAN
2016,1/4/2016,1/4/2016,Monday,4,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,PRIMERA JUNTA
2016,1/4/2016,1/4/2016,Monday,4,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,AGÜERO
2016,1/4/2016,1/4/2016,Monday,4,Seguridad,ROBOS O ILICITOS - SUBTE,D,BULNES
2016,1/4/2016,1/4/2016,Monday,4,Molinetes,FUNCIONAMIENTO/ MANTENIMIENTO DE MOLINETES - SUBTE,B,TRONADOR
2016,1/4/2016,1/4/2016,Monday,4,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,E,GRAL URQUIZA
2016,1/4/2016,1/4/2016,Monday,4,Falta de limpieza,LIMPIEZA - SUBTE,E,GRAL URQUIZA
2016,1/5/2016,1/5/2016,Tuesday,5,Estaciones,INFRAESTRUCTURA DE ESTACIONES - SUBTE,H,PARQUE PATRICIOS
2016,1/5/2016,1/5/2016,Tuesday,5,Estaciones,INFRAESTRUCTURA DE ESTACIONES - SUBTE,A,CARABOBO
2016,1/5/2016,1/5/2016,Tuesday,5,inconvenientes con personal,inconvenientes con personal - SUBTE,A,CONGRESO
2016,1/5/2016,1/5/2016,Tuesday,5,Emergencias,ELEMENTOS PARA URGENCIAS Y/O EMERGENCIAS - SUBTE,B,ALEM
2016,1/5/2016,1/5/2016,Tuesday,5,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,PUEYRREDON_B
2016,1/5/2016,1/5/2016,Tuesday,5,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,PUEYRREDON_B
2016,1/5/2016,1/5/2016,Tuesday,5,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,PUEYRREDON_B
2016,1/5/2016,1/5/2016,Tuesday,5,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,PUEYRREDON_B
2016,1/5/2016,1/5/2016,Tuesday,5,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,PUEYRREDON_B
2016,1/5/2016,1/5/2016,Tuesday,5,inconvenientes con personal,inconvenientes con personal - SUBTE,B,PUEYRREDON_B
2016,1/5/2016,1/5/2016,Tuesday,5,inconvenientes con personal,inconvenientes con personal - SUBTE,B,PUEYRREDON_B
2016,1/5/2016,1/5/2016,Tuesday,5,Demoras e Interrupciones,DEMORAS - SUBTE,A,LIMA
2016,1/5/2016,1/5/2016,Tuesday,5,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,PIEDRAS
2016,1/5/2016,1/5/2016,Tuesday,5,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,H,CASEROS
2016,1/5/2016,1/5/2016,Tuesday,5,Estaciones,INFRAESTRUCTURA DE ESTACIONES - SUBTE,H,CASEROS
2016,1/5/2016,1/5/2016,Tuesday,5,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,H,HUMBERTO PRIMO
2016,1/5/2016,1/5/2016,Tuesday,5,inconvenientes con personal,inconvenientes con personal - SUBTE,H,INCLAN
2016,1/5/2016,1/5/2016,Tuesday,5,Estaciones,INFRAESTRUCTURA DE ESTACIONES - SUBTE,H,INCLAN
2016,1/5/2016,1/5/2016,Tuesday,5,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,E,AVENIDA LA PLATA
2016,1/5/2016,1/5/2016,Tuesday,5,Demoras e Interrupciones,DEMORAS - SUBTE,E,AVENIDA LA PLATA
2016,1/5/2016,1/5/2016,Tuesday,5,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,E,AVENIDA LA PLATA
2016,1/5/2016,1/5/2016,Tuesday,5,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,E,AVENIDA LA PLATA
2016,1/5/2016,1/5/2016,Tuesday,5,inconvenientes con personal,inconvenientes con personal - SUBTE,E,AVENIDA LA PLATA
2016,1/5/2016,1/5/2016,Tuesday,5,Demoras e Interrupciones,DEMORAS - SUBTE,E,EMILIO MITRE
2016,1/5/2016,1/5/2016,Tuesday,5,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,H,ONCE
2016,1/5/2016,1/5/2016,Tuesday,5,inconvenientes con personal,inconvenientes con personal - SUBTE,H,ONCE
2016,1/5/2016,1/5/2016,Tuesday,5,Deficiencias en información,MAPAS Y CARTELES DE ORIENTACION EN ESTACIONES Y/O ACCESOS - SUBTE,H,ONCE
2016,1/5/2016,1/5/2016,Tuesday,5,inconvenientes con personal,inconvenientes con personal - SUBTE,A,SAN JOSE DE FLORES
2016,1/5/2016,1/5/2016,Tuesday,5,Venta ambulante,VENTA AMBULANTE - SUBTE,A,SAN JOSE DE FLORES
2016,1/5/2016,1/5/2016,Tuesday,5,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,A,SAN PEDRITO
2016,1/5/2016,1/5/2016,Tuesday,5,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,A,PUAN
2016,1/5/2016,1/5/2016,Tuesday,5,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,PUAN
2016,1/5/2016,1/5/2016,Tuesday,5,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,PRIMERA JUNTA
2016,1/5/2016,1/5/2016,Tuesday,5,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,B,JUAN MANUEL DE ROSAS
2016,1/6/2016,1/6/2016,Wednesday,6,Demoras e Interrupciones,DEMORAS - SUBTE,E,BOLIVAR
2016,1/6/2016,1/6/2016,Wednesday,6,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,CARABOBO
2016,1/6/2016,1/6/2016,Wednesday,6,Molinetes,FUNCIONAMIENTO/ MANTENIMIENTO DE MOLINETES - SUBTE,A,CARABOBO
2016,1/6/2016,1/6/2016,Wednesday,6,inconvenientes con personal,inconvenientes con personal - SUBTE,A,CARABOBO
2016,1/6/2016,1/6/2016,Wednesday,6,Estaciones,INFRAESTRUCTURA DE ESTACIONES - SUBTE,A,CARABOBO
2016,1/6/2016,1/6/2016,Wednesday,6,Demoras e Interrupciones,DEMORAS - SUBTE,D,JOSE HERNANDEZ
2016,1/6/2016,1/6/2016,Wednesday,6,inconvenientes con personal,inconvenientes con personal - SUBTE,D,JOSE HERNANDEZ
2016,1/6/2016,1/6/2016,Wednesday,6,inconvenientes con personal,inconvenientes con personal - SUBTE,A,CONGRESO
2016,1/6/2016,1/6/2016,Wednesday,6,Estaciones,INFRAESTRUCTURA DE ESTACIONES - SUBTE,D,CONGRESO DE TUCUMAN
2016,1/6/2016,1/6/2016,Wednesday,6,Medios de pago,MEDIOS DE PAGO - SUBTE,D,CALLAO_D
2016,1/6/2016,1/6/2016,Wednesday,6,inconvenientes con personal,inconvenientes con personal - SUBTE,B,ANGEL GALLARDO
2016,1/6/2016,1/6/2016,Wednesday,6,Estaciones,INFRAESTRUCTURA DE ESTACIONES - SUBTE,B,PUEYRREDON_B
2016,1/6/2016,1/6/2016,Wednesday,6,Estaciones,INFRAESTRUCTURA DE ESTACIONES - SUBTE,B,PUEYRREDON_B
2016,1/6/2016,1/6/2016,Wednesday,6,inconvenientes con personal,inconvenientes con personal - SUBTE,A,LIMA
2016,1/6/2016,1/6/2016,Wednesday,6,inconvenientes con personal,inconvenientes con personal - SUBTE,A,LIMA
2016,1/6/2016,1/6/2016,Wednesday,6,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,E,INDEPENDENCIA_E
2016,1/6/2016,1/6/2016,Wednesday,6,Medios de pago,PASES Y ABONOS - SUBTE,H,INCLAN
2016,1/6/2016,1/6/2016,Wednesday,6,Demoras e Interrupciones,DEMORAS - SUBTE,H,VENEZUELA
2016,1/6/2016,1/6/2016,Wednesday,6,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,H,VENEZUELA
2016,1/6/2016,1/6/2016,Wednesday,6,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,H,VENEZUELA
2016,1/6/2016,1/6/2016,Wednesday,6,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,H,VENEZUELA
2016,1/6/2016,1/6/2016,Wednesday,6,inconvenientes con personal,inconvenientes con personal - SUBTE,H,VENEZUELA
2016,1/6/2016,1/6/2016,Wednesday,6,Demoras e Interrupciones,DEMORAS - SUBTE,H,PARQUE PATRICIOS
2016,1/6/2016,1/6/2016,Wednesday,6,Demoras e Interrupciones,DEMORAS - SUBTE,E,PLAZA DE LOS VIRREYES
2016,1/6/2016,1/6/2016,Wednesday,6,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,A,PERU
2016,1/6/2016,1/6/2016,Wednesday,6,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,A,PERU
2016,1/6/2016,1/6/2016,Wednesday,6,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,A,PERU
2016,1/6/2016,1/6/2016,Wednesday,6,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,PERU
2016,1/6/2016,1/6/2016,Wednesday,6,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,PERU
2016,1/6/2016,1/6/2016,Wednesday,6,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,PERU
2016,1/6/2016,1/6/2016,Wednesday,6,inconvenientes con personal,inconvenientes con personal - SUBTE,H,ONCE
2016,1/6/2016,1/6/2016,Wednesday,6,Estaciones,INFRAESTRUCTURA DE ESTACIONES - SUBTE,C,RETIRO
2016,1/6/2016,1/6/2016,Wednesday,6,Accesos cerrados,ACCESOS CERRADOS - SUBTE,A,PIEDRAS
2016,1/6/2016,1/6/2016,Wednesday,6,Felicitaciones,"FELICITACIONES - INSTALACIONES, SERVICIOS Y PERSONAL - SUBTE",A,ACOYTE
2016,1/6/2016,1/6/2016,Wednesday,6,Molinetes,FUNCIONAMIENTO/ MANTENIMIENTO DE MOLINETES - SUBTE,A,ALBERTI
2016,1/6/2016,1/6/2016,Wednesday,6,Emergencias,ELEMENTOS PARA URGENCIAS Y/O EMERGENCIAS - SUBTE,A,SAN JOSE DE FLORES
2016,1/6/2016,1/6/2016,Wednesday,6,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,A,SAN JOSE DE FLORES
2016,1/6/2016,1/6/2016,Wednesday,6,Falta de limpieza,LIMPIEZA - SUBTE,A,SAN PEDRITO
2016,1/6/2016,1/6/2016,Wednesday,6,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,A,RIO DE JANEIRO
2016,1/6/2016,1/6/2016,Wednesday,6,inconvenientes con personal,inconvenientes con personal - SUBTE,A,RIO DE JANEIRO
2016,1/6/2016,1/6/2016,Wednesday,6,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,PRIMERA JUNTA
2016,1/6/2016,1/6/2016,Wednesday,6,Felicitaciones,"FELICITACIONES - INSTALACIONES, SERVICIOS Y PERSONAL - SUBTE",A,LORIA
2016,1/6/2016,1/6/2016,Wednesday,6,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,A,LORIA
2016,1/6/2016,1/6/2016,Wednesday,6,inconvenientes con personal,inconvenientes con personal - SUBTE,A,LORIA
2016,1/6/2016,1/6/2016,Wednesday,6,Estaciones,FILTRACIONES - SUBTE,A,CATEDRAL
2016,1/6/2016,1/6/2016,Wednesday,6,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,D,AGÜERO
2016,1/6/2016,1/6/2016,Wednesday,6,Medios de pago,MEDIOS DE PAGO - SUBTE,D,SCALABRINI ORTIZ
2016,1/6/2016,1/6/2016,Wednesday,6,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,B,JUAN MANUEL DE ROSAS
2016,1/6/2016,1/6/2016,Wednesday,6,inconvenientes con personal,inconvenientes con personal - SUBTE,B,JUAN MANUEL DE ROSAS
2016,1/7/2016,1/7/2016,Thursday,7,Deficiencias en información,MAPAS Y CARTELES DE ORIENTACION EN ESTACIONES Y/O ACCESOS - SUBTE,D,SCALABRINI ORTIZ
2016,1/7/2016,1/7/2016,Thursday,7,Demoras e Interrupciones,INTERRUPCIONES - SUBTE,B,CARLOS GARDEL
2016,1/7/2016,1/7/2016,Thursday,7,Medios de pago,MEDIOS DE PAGO - SUBTE,B,CARLOS GARDEL
2016,1/7/2016,1/7/2016,Thursday,7,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,B,ALEM
2016,1/7/2016,1/7/2016,Thursday,7,Medios de pago,MEDIOS DE PAGO - SUBTE,B,ALEM
2016,1/7/2016,1/7/2016,Thursday,7,Medios de pago,MEDIOS DE PAGO - SUBTE,B,CALLAO_B
2016,1/7/2016,1/7/2016,Thursday,7,inconvenientes con personal,inconvenientes con personal - SUBTE,B,DORREGO
2016,1/7/2016,1/7/2016,Thursday,7,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,B,ANGEL GALLARDO
2016,1/7/2016,1/7/2016,Thursday,7,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,B,ANGEL GALLARDO
2016,1/7/2016,1/7/2016,Thursday,7,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,B,ANGEL GALLARDO
2016,1/7/2016,1/7/2016,Thursday,7,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,B,ANGEL GALLARDO
2016,1/7/2016,1/7/2016,Thursday,7,Demoras e Interrupciones,DEMORAS - SUBTE,B,ANGEL GALLARDO
2016,1/7/2016,1/7/2016,Thursday,7,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,ANGEL GALLARDO
2016,1/7/2016,1/7/2016,Thursday,7,inconvenientes con personal,inconvenientes con personal - SUBTE,B,ANGEL GALLARDO
2016,1/7/2016,1/7/2016,Thursday,7,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,B,FEDERICO LACROZE
2016,1/7/2016,1/7/2016,Thursday,7,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,B,FEDERICO LACROZE
2016,1/7/2016,1/7/2016,Thursday,7,Demoras e Interrupciones,DEMORAS - SUBTE,B,FEDERICO LACROZE
2016,1/7/2016,1/7/2016,Thursday,7,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,FEDERICO LACROZE
2016,1/7/2016,1/7/2016,Thursday,7,Estaciones,INFRAESTRUCTURA DE ESTACIONES - SUBTE,B,FEDERICO LACROZE
2016,1/7/2016,1/7/2016,Thursday,7,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,B,PASTEUR
2016,1/7/2016,1/7/2016,Thursday,7,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,B,CARLOS PELLEGRINI
2016,1/7/2016,1/7/2016,Thursday,7,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,URUGUAY
2016,1/7/2016,1/7/2016,Thursday,7,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,PIEDRAS
2016,1/7/2016,1/7/2016,Thursday,7,Falta de limpieza,LIMPIEZA - SUBTE,C,INDEPENDENCIA_C
2016,1/7/2016,1/7/2016,Thursday,7,Demoras e Interrupciones,DEMORAS - SUBTE,E,INDEPENDENCIA_E
2016,1/7/2016,1/7/2016,Thursday,7,Demoras e Interrupciones,DEMORAS - SUBTE,E,INDEPENDENCIA_E
2016,1/7/2016,1/7/2016,Thursday,7,Demoras e Interrupciones,DEMORAS - SUBTE,E,INDEPENDENCIA_E
2016,1/7/2016,1/7/2016,Thursday,7,Demoras e Interrupciones,DEMORAS - SUBTE,E,JUJUY
2016,1/7/2016,1/7/2016,Thursday,7,Demoras e Interrupciones,DEMORAS - SUBTE,E,AVENIDA LA PLATA
2016,1/7/2016,1/7/2016,Thursday,7,Venta ambulante,VENTA AMBULANTE - SUBTE,E,AVENIDA LA PLATA
2016,1/7/2016,1/7/2016,Thursday,7,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,E,EMILIO MITRE
2016,1/7/2016,1/7/2016,Thursday,7,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,E,JOSE MARIA MORENO
2016,1/7/2016,1/7/2016,Thursday,7,inconvenientes con personal,inconvenientes con personal - SUBTE,E,PLAZA DE LOS VIRREYES
2016,1/7/2016,1/7/2016,Thursday,7,inconvenientes con personal,inconvenientes con personal - SUBTE,E,PLAZA DE LOS VIRREYES
2016,1/7/2016,1/7/2016,Thursday,7,Demoras e Interrupciones,DEMORAS - SUBTE,E,PICHINCHA
2016,1/7/2016,1/7/2016,Thursday,7,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,H,ONCE
2016,1/7/2016,1/7/2016,Thursday,7,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,A,ACOYTE
2016,1/7/2016,1/7/2016,Thursday,7,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,A,CARABOBO
2016,1/7/2016,1/7/2016,Thursday,7,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,A,CARABOBO
2016,1/7/2016,1/7/2016,Thursday,7,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,E,AVENIDA LA PLATA
2016,1/7/2016,1/7/2016,Thursday,7,Deficiencias en información,SISTEMA DE AUDIO EN COCHES Y ESTACIONES - SUBTE,D,SCALABRINI ORTIZ
2016,1/7/2016,1/7/2016,Thursday,7,Demoras e Interrupciones,DEMORAS - SUBTE,D,BULNES
2016,1/7/2016,1/7/2016,Thursday,7,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,DE LOS INCAS
2016,1/7/2016,1/7/2016,Thursday,7,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,DE LOS INCAS
2016,1/7/2016,1/7/2016,Thursday,7,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,B,JUAN MANUEL DE ROSAS
2016,1/7/2016,1/7/2016,Thursday,7,inconvenientes con personal,inconvenientes con personal - SUBTE,B,JUAN MANUEL DE ROSAS
2016,1/8/2016,1/8/2016,Friday,8,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,CARABOBO
2016,1/8/2016,1/8/2016,Friday,8,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,D,CONGRESO DE TUCUMAN
2016,1/8/2016,1/8/2016,Friday,8,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,D,FACULTAD DE MEDICINA
2016,1/8/2016,1/8/2016,Friday,8,Temperaturas,ALTAS - BAJAS TEMPERATURAS - SUBTE,B,ALEM
2016,1/8/2016,1/8/2016,Friday,8,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,B,ALEM
2016,1/8/2016,1/8/2016,Friday,8,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,B,FLORIDA
2016,1/8/2016,1/8/2016,Friday,8,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,B,FEDERICO LACROZE
2016,1/8/2016,1/8/2016,Friday,8,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,FEDERICO LACROZE
2016,1/8/2016,1/8/2016,Friday,8,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,PASTEUR
2016,1/8/2016,1/8/2016,Friday,8,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,URUGUAY
2016,1/8/2016,1/8/2016,Friday,8,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,URUGUAY
2016,1/8/2016,1/8/2016,Friday,8,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,B,URUGUAY
2016,1/8/2016,1/8/2016,Friday,8,Coches,FUNCIONAMIENTO/ MANTENIMIENTO DE COCHES - SUBTE,B,URUGUAY
2016,1/8/2016,1/8/2016,Friday,8,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,B,URUGUAY
2016,1/8/2016,1/8/2016,Friday,8,Estaciones,INFRAESTRUCTURA DE ESTACIONES - SUBTE,B,URUGUAY
2016,1/8/2016,1/8/2016,Friday,8,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,PIEDRAS
2016,1/8/2016,1/8/2016,Friday,8,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,E,INDEPENDENCIA_E
2016,1/8/2016,1/8/2016,Friday,8,Demoras e Interrupciones,DEMORAS - SUBTE,H,HUMBERTO PRIMO
2016,1/8/2016,1/8/2016,Friday,8,Demoras e Interrupciones,DEMORAS - SUBTE,C,LAVALLE
2016,1/8/2016,1/8/2016,Friday,8,Estaciones,INFRAESTRUCTURA DE ESTACIONES - SUBTE,E,PLAZA DE LOS VIRREYES
2016,1/8/2016,1/8/2016,Friday,8,Otros,PUBLICIDAD / LOCALES COMERCIALES,B,PUEYRREDON_B
2016,1/8/2016,1/8/2016,Friday,8,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,PERU
2016,1/8/2016,1/8/2016,Friday,8,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,ACOYTE
2016,1/8/2016,1/8/2016,Friday,8,inconvenientes con personal,inconvenientes con personal - SUBTE,A,ACOYTE
2016,1/8/2016,1/8/2016,Friday,8,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,A,CASTRO BARROS
2016,1/8/2016,1/8/2016,Friday,8,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,CASTRO BARROS
2016,1/8/2016,1/8/2016,Friday,8,escaleras mecánicas,FUNCIONAMIENTO/ MANTENIMIENTO DE ESCALERAS MECANICAS - SUBTE,A,PLAZA DE MISERERE
2016,1/8/2016,1/8/2016,Friday,8,inconvenientes con personal,inconvenientes con personal - SUBTE,A,PASCO
2016,1/8/2016,1/8/2016,Friday,8,Felicitaciones,"FELICITACIONES - INSTALACIONES, SERVICIOS Y PERSONAL - SUBTE",C,9 DE JULIO
2016,1/8/2016,1/8/2016,Friday,8,Falta de limpieza,LIMPIEZA - SUBTE,C,SAN JUAN
2016,1/8/2016,1/8/2016,Friday,8,Molinetes,FUNCIONAMIENTO/ MANTENIMIENTO DE MOLINETES - SUBTE,D,AGÜERO
2016,1/8/2016,1/8/2016,Friday,8,Estaciones,INFRAESTRUCTURA DE ESTACIONES - SUBTE,B,DE LOS INCAS
2016,1/8/2016,1/8/2016,Friday,8,Ascensores,FUNCIONAMIENTO/ MANTENIMIENTO DE ASCENSORES - SUBTE,B,JUAN MANUEL DE ROSAS
2016,1/8/2016,1/8/2016,Friday,8,Demoras e Interrupciones,INTERRUPCIONES - SUBTE,B,JUAN MANUEL DE ROSAS
2016,1/8/2016,1/8/2016,Friday,8,Deficiencias en información,SISTEMA DE AUDIO EN COCHES Y ESTACIONES - SUBTE,B,JUAN MANUEL DE ROSAS
